Group - valuename - Similarity
26 - 238 - 0.4
26 - 239 - 0.7
26 - 240 - 0.7
26 - 241 - 0.6
26 - 242 - 0.7
26 - 243 - 0.6
26 - 244 - 0.4
26 - 245 - 0.4
26 - 246 - 0.4
26 - 247 - 0.3
26 - 248 - 0.3
26 - 249 - 0.3
26 - 250 - 0.3
26 - 251 - 0.3
26 - 252 - 0.3
26 - 253 - 0.3
26 - 254 - 0.3
26 - 255 - 0.3
26 - 256 - 0.3
26 - 257 - 0.3
26 - 258 - 0.3
26 - 259 - 0.3
26 - 260 - 0.3
26 - 261 - 0.3
26 - 262 - 0.3
26 - 263 - 0.3
26 - 264 - 0.3
26 - 265 - 0.3
26 - 266 - 0.3
26 - 267 - 0.2
26 - 268 - 0.2
26 - 269 - 0.3
26 - 270 - 0.3
26 - 271 - 0.3
26 - 272 - 0.3
26 - 273 - 0.3
26 - 274 - 0.3
26 - 275 - 0.3
26 - 276 - 0.3
26 - 277 - 0.3
26 - 278 - 0.3
26 - 279 - 0.3
26 - 280 - 0.3
26 - 281 - 0.3
26 - 282 - 0.3
26 - 283 - 0.3
26 - 284 - 0.3
26 - 285 - 0.3
26 - 286 - 0.3
26 - 287 - 0.3
26 - 288 - 0.3
26 - 289 - 0.3
26 - 290 - 0.3
26 - 291 - 0.3
26 - 292 - 0.3
26 - 293 - 0.3
26 - 294 - 0.3
26 - 295 - 0.3
26 - 296 - 0.3
26 - 297 - 0.3
26 - 298 - 0.3
26 - 299 - 0.3
26 - 300 - 0.3
26 - 301 - 0.2
26 - 302 - 0.3
26 - 303 - 0.3
26 - 304 - 0.3
26 - 305 - 0.3
26 - 306 - 0.3
26 - 307 - 0.3
26 - 308 - 0.3
26 - 309 - 0.3
26 - 310 - 0.3
26 - 311 - 0.3
26 - 312 - 0.3
26 - 313 - 0.3
26 - 314 - 0.3
26 - 315 - 0.3
26 - 316 - 0.3
26 - 317 - 0.3
26 - 318 - 0.3
26 - 319 - 0.3
26 - 320 - 0.2
26 - 321 - 0.2
26 - 322 - 0.3
26 - 323 - 0.3
26 - 324 - 0.3
26 - 325 - 0.3
26 - 326 - 0.3
26 - 327 - 0.3
26 - 328 - 0.3
26 - 329 - 0.2
26 - 330 - 0.3
26 - 331 - 0.2
26 - 332 - 0.3
26 - 333 - 0.3
26 - 334 - 0.3
26 - 335 - 0.3
26 - 336 - 0.3
26 - 337 - 0.3
26 - 338 - 0.3
26 - 339 - 0.3
26 - 340 - 0.3
26 - 341 - 0.3
26 - 342 - 0.3
26 - 343 - 0.3
26 - 344 - 0.3
26 - 345 - 0.3
26 - 346 - 0.3
26 - 347 - 0.3
26 - 348 - 0.3
26 - 349 - 0.3
26 - 350 - 0.3
26 - 351 - 0.3
26 - 352 - 0.3
26 - 353 - 0.3
26 - 354 - 0.3
26 - 355 - 0.3
26 - 356 - 0.3
26 - 357 - 0.3
26 - 358 - 0.3
26 - 359 - 0.3
26 - 360 - 0.3
26 - 361 - 0.3
26 - 362 - 0.3
26 - 363 - 0.3
26 - 364 - 0.3
26 - 365 - 0.3
26 - 366 - 0.3
26 - 367 - 0.3
26 - 368 - 0.3
26 - 369 - 0.3
26 - 370 - 0.3
26 - 371 - 0.3
26 - 372 - 0.3
26 - 373 - 0.3
26 - 374 - 0.3
26 - 375 - 0.3
26 - 376 - 0.3
26 - 377 - 0.3
26 - 378 - 0.3
26 - 379 - 0.2
26 - 380 - 0.3
26 - 381 - 0.3
26 - 382 - 0.3
26 - 383 - 0.3
26 - 384 - 0.3
26 - 385 - 0.3
26 - 386 - 0.3
26 - 387 - 0.3
26 - 388 - 0.3
26 - 389 - 0.3
26 - 390 - 0.3
26 - 391 - 0.3
26 - 392 - 0.3
26 - 393 - 0.3
26 - 394 - 0.3
26 - 395 - 0.3
26 - 396 - 0.2
26 - 397 - 0.2
26 - 398 - 0.2
26 - 399 - 0.2
26 - 400 - 0.2
26 - 401 - 0.2
26 - 402 - 0.2
26 - 403 - 0.3
26 - 404 - 0.3
26 - 405 - 0.2
26 - 406 - 0.2
26 - 407 - 0.2
26 - 408 - 0.2
26 - 409 - 0.2
26 - 410 - 0.2
26 - 411 - 0.2
26 - 412 - 0.2
26 - 413 - 0.2
26 - 414 - 0.2
26 - 417 - 0.5
26 - 418 - 0.5
26 - 419 - 0.5
26 - 420 - 0.5
26 - 423 - 0.4
26 - 424 - 0.4
26 - 425 - 0.4
26 - 432 - 0.4
27 - 27 - -
27 - 28 - 0.9
27 - 29 - 0.9
30 - 30 - -
30 - 31 - 0.9
32 - 32 - -
32 - 33 - 0.9
32 - 34 - 0.5
32 - 35 - 0.5
36 - 36 - -
37 - 37 - -
38 - 38 - -
39 - 39 - -
39 - 41 - 0.6
40 - 40 - -
42 - 42 - -
42 - 46 - 0.7
42 - 48 - 0.5
43 - 43 - -
43 - 44 - 0.9
43 - 45 - 0.9
43 - 522 - 0.5
43 - 523 - 0.6
43 - 524 - 0.6
43 - 525 - 0.6
43 - 526 - 0.6
43 - 527 - 0.6
47 - 47 - -
49 - 49 - -
49 - 50 - 0.9
49 - 51 - 0.9
49 - 52 - 0.9
49 - 53 - 0.9
49 - 426 - 0.6
49 - 427 - 0.5
54 - 54 - -
54 - 55 - 0.9
54 - 60 - 0.8
54 - 61 - 0.8
54 - 62 - 0.8
54 - 63 - 0.8
54 - 64 - 0.6
54 - 65 - 0.8
56 - 56 - -
56 - 57 - 0.9
56 - 59 - 0.7
56 - 66 - 0.9
58 - 58 - -
67 - 67 - -
67 - 68 - 0.6
67 - 69 - 0.8
67 - 70 - 0.7
67 - 71 - 0.7
67 - 72 - 0.8
67 - 73 - 0.7
67 - 74 - 0.7
67 - 75 - 0.9
67 - 76 - 0.9
67 - 77 - 0.9
67 - 78 - 0.7
67 - 79 - 0.9
67 - 80 - 0.6
67 - 81 - 0.6
67 - 82 - 0.6
67 - 83 - 0.6
67 - 84 - 0.5
67 - 85 - 0.5
67 - 86 - 0.6
67 - 87 - 0.6
67 - 88 - 0.6
67 - 89 - 0.6
67 - 90 - 0.6
67 - 91 - 0.6
67 - 92 - 0.7
67 - 93 - 0.6
67 - 94 - 0.6
67 - 95 - 0.6
67 - 96 - 0.6
67 - 97 - 0.6
67 - 98 - 0.6
67 - 99 - 0.6
100 - 100 - -
101 - 101 - -
102 - 102 - -
103 - 103 - -
104 - 104 - -
105 - 105 - -
106 - 106 - -
109 - 109 - -
415 - 415 - -
415 - 416 - 0.9
421 - 421 - -
422 - 422 - -
428 - 428 - -
429 - 429 - -
430 - 430 - -
431 - 431 - -
433 - 433 - -
434 - 434 - -
434 - 435 - 0.9
434 - 436 - 0.9
434 - 437 - 0.9
434 - 438 - 0.8
434 - 439 - 0.8
434 - 440 - 0.9
434 - 441 - 0.9
434 - 442 - 0.8
434 - 443 - 0.9
434 - 444 - 0.8
434 - 445 - 0.9
434 - 446 - 0.9
434 - 447 - 0.6
434 - 448 - 0.6
434 - 449 - 0.8
450 - 450 - -
451 - 451 - -
451 - 452 - 0.9
453 - 453 - -
453 - 454 - 0.5
455 - 455 - -
456 - 456 - -
456 - 457 - 0.9
458 - 458 - -
458 - 459 - 0.9
458 - 460 - 0.9
458 - 461 - 0.9
458 - 462 - 0.9
458 - 463 - 0.9
458 - 464 - 0.9
458 - 465 - 0.8
458 - 466 - 0.9
467 - 467 - -
468 - 468 - -
469 - 469 - -
470 - 470 - -
471 - 471 - -
471 - 472 - 0.9
471 - 473 - 0.9
474 - 474 - -
475 - 475 - -
475 - 476 - 0.9
475 - 477 - 0.9
475 - 478 - 0.9
479 - 479 - -
479 - 520 - 0.7
480 - 480 - -
480 - 481 - 0.9
480 - 482 - 0.7
480 - 483 - 0.7
480 - 484 - 0.7
480 - 485 - 0.7
480 - 486 - 0.7
480 - 487 - 0.8
480 - 488 - 0.6
480 - 489 - 0.7
480 - 490 - 0.8
480 - 491 - 0.8
480 - 492 - 0.9
480 - 493 - 0.8
480 - 494 - 0.9
480 - 495 - 0.7
480 - 496 - 0.7
480 - 497 - 0.7
480 - 498 - 0.8
480 - 499 - 0.7
480 - 500 - 0.8
480 - 501 - 0.8
480 - 502 - 0.8
480 - 503 - 0.7
480 - 504 - 0.7
480 - 505 - 0.8
480 - 506 - 0.7
480 - 507 - 0.9
480 - 508 - 0.9
480 - 509 - 0.7
480 - 510 - 0.9
480 - 511 - 0.9
480 - 512 - 0.9
480 - 513 - 0.8
480 - 514 - 0.9
480 - 515 - 0.9
480 - 516 - 0.8
480 - 517 - 0.9
480 - 518 - 0.6
480 - 519 - 0.6
521 - 521 - -
528 - 528 - -
529 - 529 - -
530 - 530 - -
530 - 531 - 0.9
530 - 532 - 0.9
530 - 533 - 0.9
530 - 534 - 0.9
530 - 535 - 0.7
530 - 536 - 0.7
530 - 537 - 0.9
530 - 538 - 0.9
530 - 539 - 0.9
530 - 540 - 0.8
530 - 541 - 0.8
530 - 542 - 0.8
530 - 543 - 0.6
530 - 544 - 0.7
530 - 545 - 0.7
530 - 546 - 0.7
530 - 547 - 0.6
530 - 548 - 0.8
530 - 549 - 0.8
530 - 550 - 0.8
530 - 552 - 0.7
530 - 553 - 0.8
530 - 554 - 0.2
530 - 555 - 0.2
530 - 556 - 0.2
530 - 557 - 0.2
530 - 558 - 0.2
530 - 559 - 0.4
530 - 560 - 0.3
530 - 561 - 0.3
530 - 562 - 0.4
530 - 563 - 0.4
530 - 564 - 0.4
530 - 565 - 0.4
530 - 566 - 0.4
530 - 567 - 0.4
530 - 568 - 0.4
530 - 569 - 0.4
530 - 570 - 0.4
530 - 571 - 0.3
530 - 572 - 0.3
530 - 573 - 0.3
530 - 574 - 0.3
530 - 575 - 0.2
530 - 576 - 0.3
530 - 577 - 0.3
530 - 578 - 0.3
530 - 579 - 0.3
530 - 580 - 0.3
530 - 581 - 0.2
530 - 582 - 0.2
530 - 583 - 0.3
530 - 584 - 0.2
530 - 585 - 0.3
530 - 586 - 0.3
530 - 587 - 0.3
530 - 588 - 0.3
530 - 589 - 0.3
530 - 590 - 0.3
530 - 591 - 0.3
530 - 592 - 0.3
530 - 593 - 0.3
530 - 594 - 0.3
530 - 595 - 0.3
530 - 596 - 0.3
530 - 597 - 0.3
530 - 598 - 0.3
530 - 599 - 0.3
530 - 600 - 0.3
530 - 601 - 0.3
530 - 602 - 0.2
530 - 603 - 0.3
530 - 604 - 0.3
530 - 605 - 0.3
530 - 606 - 0.3
530 - 607 - 0.3
530 - 608 - 0.3
530 - 609 - 0.3
530 - 610 - 0.3
530 - 611 - 0.3
530 - 612 - 0.3
530 - 613 - 0.3
530 - 614 - 0.3
530 - 615 - 0.3
530 - 616 - 0.3
530 - 617 - 0.3
530 - 618 - 0.3
530 - 619 - 0.3
530 - 620 - 0.3
530 - 621 - 0.3
530 - 622 - 0.3
530 - 623 - 0.3
530 - 624 - 0.3
530 - 625 - 0.3
530 - 626 - 0.3
530 - 627 - 0.3
530 - 628 - 0.3
530 - 629 - 0.3
530 - 630 - 0.3
530 - 631 - 0.3
530 - 632 - 0.3
530 - 633 - 0.3
530 - 634 - 0.3
530 - 635 - 0.3
530 - 636 - 0.3
530 - 637 - 0.3
530 - 638 - 0.3
530 - 639 - 0.3
530 - 640 - 0.3
530 - 641 - 0.3
530 - 642 - 0.3
530 - 643 - 0.3
530 - 644 - 0.3
530 - 645 - 0.3
530 - 646 - 0.3
530 - 647 - 0.3
530 - 648 - 0.3
530 - 649 - 0.3
530 - 650 - 0.3
530 - 651 - 0.3
530 - 652 - 0.3
530 - 653 - 0.3
530 - 654 - 0.3
530 - 655 - 0.3
530 - 656 - 0.3
530 - 657 - 0.3
530 - 658 - 0.3
530 - 659 - 0.3
530 - 660 - 0.3
530 - 661 - 0.2
530 - 662 - 0.3
530 - 663 - 0.3
530 - 664 - 0.2
530 - 665 - 0.3
530 - 666 - 0.3
530 - 667 - 0.3
530 - 668 - 0.3
530 - 669 - 0.3
530 - 670 - 0.3
530 - 671 - 0.3
530 - 672 - 0.3
530 - 673 - 0.3
530 - 674 - 0.3
530 - 675 - 0.3
530 - 676 - 0.3
530 - 677 - 0.3
530 - 678 - 0.3
530 - 679 - 0.3
530 - 680 - 0.3
530 - 681 - 0.3
530 - 682 - 0.3
530 - 683 - 0.3
530 - 684 - 0.2
530 - 685 - 0.3
530 - 686 - 0.3
530 - 687 - 0.3
530 - 688 - 0.3
530 - 689 - 0.3
530 - 690 - 0.3
530 - 691 - 0.3
530 - 692 - 0.3
530 - 693 - 0.3
530 - 694 - 0.3
530 - 695 - 0.3
530 - 696 - 0.3
530 - 697 - 0.3
530 - 698 - 0.2
530 - 699 - 0.3
530 - 700 - 0.3
530 - 701 - 0.2
530 - 715 - 0.5
530 - 716 - 0.5
530 - 717 - 0.5
530 - 718 - 0.5
530 - 719 - 0.5
530 - 720 - 0.5
530 - 721 - 0.5
530 - 730 - 0.3
530 - 731 - 0.4
530 - 732 - 0.4
530 - 781 - 0.2
530 - 782 - 0.2
530 - 783 - 0.3
530 - 784 - 0.3
530 - 785 - 0.3
530 - 795 - 0.2
530 - 798 - 0.2
530 - 799 - 0.2
530 - 800 - 0.2
530 - 801 - 0.2
530 - 802 - 0.2
530 - 803 - 0.2
530 - 804 - 0.2
530 - 805 - 0.2
530 - 806 - 0.2
530 - 807 - 0.2
530 - 808 - 0.2
530 - 809 - 0.2
530 - 810 - 0.2
530 - 811 - 0.2
530 - 812 - 0.2
530 - 813 - 0.2
530 - 814 - 0.2
530 - 815 - 0.2
530 - 816 - 0.2
530 - 817 - 0.2
530 - 818 - 0.2
530 - 819 - 0.2
530 - 820 - 0.2
530 - 821 - 0.2
530 - 822 - 0.2
530 - 823 - 0.2
530 - 824 - 0.2
530 - 825 - 0.2
530 - 826 - 0.2
530 - 827 - 0.2
530 - 828 - 0.2
530 - 829 - 0.2
530 - 830 - 0.2
530 - 831 - 0.2
530 - 832 - 0.2
530 - 833 - 0.2
530 - 834 - 0.2
530 - 835 - 0.2
530 - 836 - 0.2
530 - 837 - 0.2
530 - 838 - 0.2
530 - 839 - 0.2
530 - 840 - 0.2
530 - 841 - 0.2
530 - 842 - 0.2
530 - 843 - 0.2
530 - 844 - 0.2
530 - 845 - 0.2
530 - 846 - 0.2
530 - 847 - 0.2
530 - 848 - 0.2
530 - 849 - 0.2
530 - 855 - 0.2
530 - 856 - 0.4
530 - 857 - 0.3
530 - 858 - 0.3
530 - 859 - 0.3
530 - 860 - 0.3
530 - 861 - 0.4
530 - 880 - 0.8
530 - 881 - 0.8
530 - 882 - 0.8
530 - 883 - 0.8
530 - 884 - 0.8
530 - 885 - 0.5
530 - 890 - 0.3
530 - 891 - 0.3
530 - 892 - 0.3
530 - 893 - 0.3
530 - 894 - 0.3
530 - 895 - 0.3
530 - 896 - 0.3
530 - 897 - 0.3
530 - 898 - 0.3
530 - 899 - 0.3
530 - 900 - 0.3
530 - 901 - 0.3
530 - 902 - 0.3
530 - 903 - 0.3
530 - 904 - 0.3
530 - 905 - 0.3
530 - 906 - 0.3
530 - 907 - 0.3
530 - 908 - 0.3
530 - 909 - 0.3
530 - 910 - 0.3
530 - 911 - 0.3
530 - 912 - 0.3
530 - 913 - 0.3
530 - 914 - 0.3
530 - 915 - 0.3
530 - 916 - 0.3
530 - 917 - 0.3
530 - 918 - 0.3
530 - 919 - 0.3
530 - 920 - 0.3
530 - 921 - 0.3
530 - 922 - 0.3
530 - 923 - 0.3
530 - 924 - 0.3
530 - 925 - 0.3
530 - 926 - 0.3
530 - 927 - 0.3
530 - 928 - 0.3
530 - 929 - 0.3
530 - 930 - 0.3
530 - 931 - 0.3
530 - 932 - 0.3
530 - 933 - 0.3
530 - 934 - 0.3
530 - 935 - 0.3
530 - 936 - 0.3
530 - 937 - 0.3
530 - 938 - 0.3
530 - 939 - 0.3
530 - 940 - 0.3
530 - 941 - 0.3
530 - 942 - 0.3
530 - 943 - 0.3
530 - 944 - 0.3
530 - 945 - 0.3
530 - 946 - 0.3
530 - 947 - 0.3
530 - 948 - 0.3
530 - 949 - 0.3
530 - 950 - 0.3
530 - 951 - 0.3
530 - 952 - 0.3
530 - 953 - 0.3
530 - 954 - 0.3
530 - 955 - 0.3
530 - 956 - 0.3
530 - 957 - 0.3
530 - 958 - 0.3
530 - 959 - 0.3
530 - 960 - 0.2
530 - 961 - 0.2
530 - 962 - 0.2
530 - 963 - 0.3
530 - 964 - 0.3
530 - 965 - 0.3
530 - 966 - 0.3
530 - 967 - 0.3
530 - 968 - 0.3
530 - 969 - 0.2
530 - 970 - 0.3
530 - 971 - 0.3
530 - 972 - 0.3
530 - 973 - 0.3
530 - 974 - 0.3
530 - 975 - 0.2
530 - 976 - 0.3
530 - 977 - 0.3
530 - 978 - 0.3
530 - 979 - 0.3
530 - 980 - 0.3
530 - 981 - 0.3
530 - 982 - 0.3
530 - 983 - 0.3
530 - 984 - 0.3
530 - 985 - 0.3
530 - 986 - 0.2
530 - 987 - 0.3
530 - 988 - 0.3
530 - 989 - 0.3
530 - 990 - 0.3
530 - 991 - 0.3
530 - 992 - 0.3
530 - 993 - 0.3
530 - 994 - 0.3
530 - 995 - 0.3
530 - 996 - 0.3
530 - 997 - 0.3
530 - 998 - 0.2
530 - 999 - 0.3
530 - 1000 - 0.3
530 - 1001 - 0.3
530 - 1002 - 0.3
530 - 1003 - 0.2
530 - 1004 - 0.3
530 - 1005 - 0.3
530 - 1011 - 0.2
530 - 1012 - 0.3
530 - 1016 - 0.7
530 - 1017 - 0.7
530 - 1018 - 0.7
530 - 1023 - 0.3
530 - 1024 - 0.3
530 - 1025 - 0.3
530 - 1026 - 0.3
530 - 1027 - 0.3
530 - 1028 - 0.2
530 - 1029 - 0.2
530 - 1030 - 0.2
530 - 1031 - 0.2
530 - 1032 - 0.2
530 - 1033 - 0.2
530 - 1034 - 0.2
530 - 1035 - 0.2
530 - 1036 - 0.2
530 - 1037 - 0.2
530 - 1041 - 0.2
530 - 1042 - 0.2
530 - 1043 - 0.2
530 - 1044 - 0.2
530 - 1045 - 0.2
530 - 1046 - 0.2
530 - 1050 - 0.2
530 - 1051 - 0.2
530 - 1052 - 0.2
530 - 1053 - 0.2
530 - 1054 - 0.2
530 - 1055 - 0.2
530 - 1056 - 0.2
530 - 1057 - 0.2
530 - 1058 - 0.2
530 - 1059 - 0.2
530 - 1060 - 0.2
530 - 1061 - 0.2
530 - 1062 - 0.2
530 - 1063 - 0.2
530 - 1064 - 0.2
530 - 1065 - 0.2
530 - 1066 - 0.2
530 - 1067 - 0.2
530 - 1068 - 0.2
530 - 1069 - 0.2
530 - 1070 - 0.2
530 - 1071 - 0.2
530 - 1072 - 0.2
530 - 1073 - 0.2
530 - 1074 - 0.2
530 - 1075 - 0.2
530 - 1076 - 0.2
530 - 1077 - 0.2
530 - 1078 - 0.2
530 - 1079 - 0.2
530 - 1080 - 0.2
530 - 1081 - 0.2
530 - 1082 - 0.2
530 - 1083 - 0.2
530 - 1084 - 0.2
530 - 1085 - 0.2
530 - 1086 - 0.2
530 - 1087 - 0.2
530 - 1088 - 0.2
530 - 1089 - 0.2
530 - 1090 - 0.2
530 - 1091 - 0.2
530 - 1092 - 0.2
530 - 1093 - 0.2
530 - 1094 - 0.2
530 - 1095 - 0.2
530 - 1096 - 0.2
530 - 1097 - 0.2
530 - 1098 - 0.2
530 - 1099 - 0.2
530 - 1100 - 0.2
530 - 1101 - 0.2
530 - 1102 - 0.2
530 - 1103 - 0.2
530 - 1104 - 0.2
530 - 1105 - 0.2
530 - 1106 - 0.2
530 - 1107 - 0.2
530 - 1108 - 0.2
530 - 1109 - 0.2
530 - 1110 - 0.2
530 - 1111 - 0.2
530 - 1117 - 0.3
530 - 1118 - 0.3
530 - 1119 - 0.3
530 - 1120 - 0.3
530 - 1121 - 0.2
530 - 1122 - 0.2
530 - 1124 - 0.2
530 - 1125 - 0.2
530 - 1126 - 0.2
530 - 1127 - 0.2
530 - 1128 - 0.2
530 - 1133 - 0.2
530 - 1134 - 0.2
530 - 1135 - 0.2
530 - 1136 - 0.2
530 - 1137 - 0.2
530 - 1138 - 0.2
530 - 1139 - 0.2
530 - 1140 - 0.2
530 - 1141 - 0.2
530 - 1142 - 0.2
530 - 1143 - 0.2
530 - 1144 - 0.2
530 - 1145 - 0.2
530 - 1146 - 0.2
530 - 1147 - 0.2
530 - 1148 - 0.2
530 - 1149 - 0.2
530 - 1150 - 0.2
530 - 1151 - 0.2
530 - 1152 - 0.2
530 - 1153 - 0.2
530 - 1154 - 0.2
530 - 1155 - 0.2
530 - 1156 - 0.2
530 - 1157 - 0.2
530 - 1160 - 0.2
530 - 1161 - 0.2
530 - 1162 - 0.2
530 - 1163 - 0.2
530 - 1170 - 0.2
530 - 1171 - 0.2
530 - 1172 - 0.2
530 - 1173 - 0.2
530 - 1174 - 0.2
530 - 1175 - 0.2
530 - 1176 - 0.2
530 - 1177 - 0.2
530 - 1178 - 0.3
530 - 1179 - 0.2
530 - 1180 - 0.2
530 - 1181 - 0.2
530 - 1182 - 0.2
530 - 1183 - 0.2
530 - 1184 - 0.2
530 - 1185 - 0.2
530 - 1186 - 0.2
530 - 1187 - 0.2
530 - 1188 - 0.2
530 - 1189 - 0.2
530 - 1190 - 0.2
530 - 1191 - 0.2
530 - 1192 - 0.2
530 - 1193 - 0.2
530 - 1194 - 0.2
530 - 1195 - 0.2
530 - 1196 - 0.2
530 - 1197 - 0.2
530 - 1198 - 0.2
530 - 1199 - 0.2
530 - 1200 - 0.2
530 - 1201 - 0.2
530 - 1202 - 0.2
530 - 1203 - 0.2
530 - 1204 - 0.2
530 - 1205 - 0.2
530 - 1206 - 0.2
530 - 1207 - 0.2
530 - 1208 - 0.2
530 - 1209 - 0.2
530 - 1210 - 0.2
530 - 1211 - 0.2
530 - 1212 - 0.2
530 - 1213 - 0.2
530 - 1214 - 0.2
530 - 1216 - 0.4
530 - 1217 - 0.4
530 - 1218 - 0.4
530 - 1219 - 0.5
530 - 1220 - 0.5
530 - 1222 - 0.3
530 - 1223 - 0.3
530 - 1224 - 0.3
530 - 1235 - 0.4
530 - 1236 - 0.4
530 - 1237 - 0.4
530 - 1238 - 0.4
530 - 1239 - 0.4
530 - 1240 - 0.4
530 - 1241 - 0.4
530 - 1242 - 0.4
530 - 1243 - 0.4
530 - 1244 - 0.4
530 - 1245 - 0.4
530 - 1246 - 0.4
530 - 1247 - 0.4
530 - 1248 - 0.4
530 - 1249 - 0.4
530 - 1250 - 0.4
530 - 1251 - 0.4
530 - 1252 - 0.4
530 - 1253 - 0.4
530 - 1262 - 0.5
530 - 1263 - 0.5
530 - 1264 - 0.4
530 - 1265 - 0.2
530 - 1266 - 0.2
530 - 1267 - 0.3
530 - 1268 - 0.3
530 - 1269 - 0.3
530 - 1270 - 0.5
530 - 1271 - 0.4
530 - 1272 - 0.5
530 - 1273 - 0.5
530 - 1274 - 0.3
530 - 1275 - 0.3
530 - 1276 - 0.4
530 - 1277 - 0.3
530 - 1278 - 0.2
530 - 1279 - 0.3
530 - 1280 - 0.3
530 - 1281 - 0.4
530 - 1282 - 0.4
530 - 1283 - 0.4
530 - 1284 - 0.4
530 - 1290 - 0.4
530 - 1291 - 0.4
530 - 1292 - 0.4
530 - 1293 - 0.4
530 - 1294 - 0.4
530 - 1295 - 0.4
530 - 1296 - 0.4
530 - 1297 - 0.3
530 - 1323 - 0.4
530 - 1324 - 0.4
530 - 1325 - 0.4
530 - 1349 - 0.4
530 - 1350 - 0.4
530 - 1351 - 0.4
530 - 1352 - 0.4
530 - 1353 - 0.4
530 - 1354 - 0.4
530 - 1355 - 0.4
530 - 1356 - 0.4
530 - 1357 - 0.4
530 - 1358 - 0.4
530 - 1359 - 0.4
530 - 1418 - 0.4
530 - 1419 - 0.4
530 - 1420 - 0.4
530 - 1421 - 0.4
530 - 1422 - 0.4
530 - 1423 - 0.4
530 - 1435 - 0.4
530 - 1446 - 0.3
530 - 1447 - 0.3
530 - 1457 - 0.4
530 - 1458 - 0.4
530 - 1481 - 0.4
530 - 1589 - 0.6
530 - 1590 - 0.5
530 - 1592 - 0.5
530 - 1594 - 0.4
