Group - valuename - Similarity
47 - 53 - 0.5
47 - 56 - 0.4
47 - 59 - 0.3
47 - 60 - 0.3
47 - 61 - 0.4
47 - 62 - 0.3
47 - 63 - 0.5
47 - 64 - 0.4
47 - 65 - 0.5
47 - 66 - 0.4
47 - 67 - 0.5
47 - 69 - 0.5
47 - 70 - 0.5
47 - 71 - 0.5
47 - 72 - 0.4
47 - 73 - 0.3
47 - 74 - 0.4
47 - 75 - 0.4
47 - 76 - 0.4
47 - 79 - 0.5
47 - 80 - 0.4
47 - 81 - 0.3
47 - 82 - 0.4
47 - 83 - 0.4
47 - 84 - 0.4
47 - 86 - 0.4
47 - 87 - 0.6
47 - 88 - 0.3
47 - 89 - 0.5
47 - 90 - 0.4
47 - 91 - 0.4
47 - 92 - 0.4
47 - 93 - 0.6
47 - 94 - 0.5
47 - 99 - 0.3
47 - 101 - 0.4
47 - 102 - 0.4
47 - 103 - 0.5
47 - 104 - 0.4
47 - 105 - 0.4
47 - 106 - 0.4
47 - 107 - 0.5
47 - 108 - 0.4
47 - 109 - 0.4
47 - 111 - 0.4
47 - 112 - 0.4
47 - 113 - 0.4
47 - 114 - 0.4
47 - 117 - 0.4
47 - 118 - 0.3
47 - 119 - 0.5
47 - 120 - 0.4
47 - 121 - 0.4
47 - 123 - 0.4
47 - 124 - 0.4
47 - 125 - 0.5
47 - 126 - 0.3
47 - 127 - 0.4
47 - 128 - 0.4
47 - 129 - 0.3
47 - 131 - 0.5
47 - 132 - 0.4
47 - 133 - 0.6
47 - 286 - 0.5
47 - 287 - 0.4
47 - 288 - 0.3
47 - 289 - 0.5
47 - 290 - 0.5
47 - 291 - 0.5
47 - 292 - 0.4
47 - 293 - 0.5
47 - 294 - 0.3
47 - 295 - 0.5
47 - 298 - 0.3
47 - 299 - 0.5
47 - 300 - 0.6
47 - 301 - 0.4
47 - 302 - 0.4
47 - 304 - 0.6
47 - 305 - 0.3
47 - 306 - 0.4
47 - 308 - 0.5
47 - 310 - 0.5
47 - 312 - 0.3
47 - 314 - 0.4
47 - 315 - 0.4
47 - 316 - 0.4
47 - 317 - 0.3
47 - 318 - 0.4
47 - 319 - 0.3
47 - 321 - 0.3
47 - 322 - 0.3
47 - 327 - 0.4
47 - 328 - 0.3
47 - 330 - 0.3
47 - 331 - 0.5
47 - 332 - 0.6
47 - 333 - 0.5
47 - 334 - 0.5
47 - 335 - 0.4
47 - 336 - 0.3
47 - 337 - 0.4
47 - 338 - 0.3
47 - 339 - 0.4
47 - 340 - 0.4
47 - 341 - 0.5
47 - 342 - 0.4
47 - 343 - 0.4
47 - 344 - 0.4
47 - 345 - 0.5
47 - 346 - 0.5
47 - 347 - 0.4
47 - 348 - 0.4
47 - 350 - 0.4
47 - 351 - 0.5
47 - 352 - 0.5
47 - 353 - 0.4
47 - 354 - 0.3
47 - 355 - 0.4
47 - 356 - 0.4
47 - 357 - 0.4
47 - 358 - 0.5
47 - 359 - 0.4
47 - 360 - 0.4
47 - 361 - 0.4
47 - 362 - 0.4
47 - 363 - 0.3
47 - 364 - 0.4
47 - 365 - 0.3
47 - 368 - 0.4
47 - 369 - 0.3
47 - 370 - 0.4
47 - 372 - 0.3
47 - 378 - 0.3
47 - 379 - 0.3
47 - 380 - 0.5
47 - 383 - 0.3
47 - 384 - 0.5
47 - 385 - 0.4
47 - 386 - 0.4
47 - 387 - 0.3
47 - 388 - 0.6
47 - 389 - 0.6
47 - 390 - 0.4
47 - 391 - 0.3
47 - 392 - 0.3
47 - 393 - 0.3
47 - 394 - 0.4
47 - 395 - 0.3
47 - 396 - 0.4
47 - 397 - 0.4
47 - 398 - 0.4
47 - 399 - 0.5
47 - 400 - 0.3
47 - 401 - 0.4
47 - 402 - 0.5
47 - 403 - 0.6
47 - 404 - 0.5
47 - 405 - 0.4
47 - 406 - 0.3
47 - 407 - 0.6
47 - 408 - 0.4
47 - 410 - 0.4
47 - 411 - 0.4
47 - 412 - 0.4
47 - 413 - 0.4
47 - 414 - 0.3
47 - 415 - 0.3
47 - 416 - 0.3
47 - 417 - 0.4
47 - 418 - 0.5
47 - 419 - 0.4
47 - 420 - 0.4
47 - 421 - 0.6
47 - 422 - 0.3
47 - 423 - 0.5
47 - 424 - 0.5
47 - 425 - 0.4
47 - 426 - 0.4
47 - 427 - 0.5
47 - 428 - 0.5
47 - 429 - 0.6
47 - 430 - 0.4
47 - 431 - 0.5
47 - 432 - 0.3
47 - 433 - 0.5
47 - 434 - 0.4
47 - 435 - 0.4
47 - 436 - 0.4
47 - 437 - 0.3
47 - 438 - 0.6
47 - 439 - 0.3
47 - 440 - 0.3
47 - 441 - 0.5
47 - 443 - 0.4
47 - 444 - 0.6
47 - 445 - 0.6
47 - 446 - 0.4
47 - 447 - 0.6
47 - 448 - 0.3
47 - 452 - 0.4
47 - 453 - 0.4
47 - 455 - 0.5
47 - 456 - 0.3
47 - 457 - 0.4
47 - 458 - 0.5
47 - 459 - 0.5
47 - 460 - 0.4
47 - 461 - 0.6
47 - 462 - 0.5
47 - 463 - 0.3
47 - 464 - 0.4
47 - 465 - 0.4
47 - 466 - 0.3
47 - 468 - 0.4
47 - 470 - 0.5
47 - 471 - 0.4
47 - 473 - 0.4
47 - 474 - 0.5
47 - 475 - 0.3
47 - 476 - 0.5
47 - 477 - 0.4
47 - 478 - 0.3
47 - 479 - 0.5
47 - 480 - 0.3
47 - 481 - 0.6
47 - 483 - 0.5
47 - 484 - 0.6
47 - 485 - 0.5
47 - 486 - 0.6
47 - 487 - 0.6
47 - 488 - 0.5
47 - 489 - 0.4
47 - 715 - 0.5
47 - 720 - 0.3
47 - 721 - 0.5
47 - 730 - 0.3
47 - 731 - 0.4
47 - 732 - 0.4
47 - 733 - 0.3
47 - 735 - 0.4
47 - 737 - 0.3
47 - 738 - 0.3
47 - 739 - 0.4
47 - 740 - 0.3
47 - 743 - 0.4
47 - 746 - 0.3
47 - 747 - 0.3
47 - 750 - 0.4
47 - 753 - 0.3
47 - 755 - 0.4
47 - 762 - 0.4
47 - 763 - 0.3
47 - 765 - 0.3
47 - 766 - 0.4
47 - 767 - 0.4
50 - 50 - -
54 - 54 - -
55 - 55 - -
57 - 57 - -
57 - 58 - 0.6
68 - 68 - -
68 - 115 - 0.4
68 - 116 - 0.5
77 - 77 - -
77 - 366 - 0.4
77 - 367 - 0.6
78 - 78 - -
78 - 100 - 0.5
85 - 85 - -
95 - 95 - -
95 - 309 - 0.5
96 - 96 - -
97 - 97 - -
97 - 98 - 0.6
97 - 716 - 0.3
110 - 110 - -
110 - 745 - 0.6
122 - 122 - -
122 - 751 - 0.4
122 - 757 - 0.5
122 - 758 - 0.5
130 - 130 - -
134 - 134 - -
143 - 143 - -
143 - 144 - 0.7
143 - 147 - 0.5
143 - 770 - 0.5
143 - 772 - 0.5
148 - 148 - -
149 - 149 - -
149 - 150 - 0.6
149 - 171 - 0.6
149 - 172 - 0.4
151 - 151 - -
151 - 152 - 0.6
151 - 179 - 0.5
151 - 180 - 0.4
151 - 181 - 0.5
151 - 182 - 0.3
151 - 183 - 0.4
151 - 506 - 0.4
151 - 507 - 0.3
151 - 820 - 0.4
151 - 823 - 0.4
153 - 153 - -
153 - 154 - 0.6
153 - 157 - 0.7
153 - 158 - 0.5
153 - 159 - 0.5
153 - 163 - 0.3
153 - 164 - 0.3
153 - 165 - 0.4
153 - 166 - 0.3
153 - 177 - 0.4
153 - 178 - 0.4
153 - 497 - 0.4
153 - 787 - 0.4
153 - 796 - 0.4
153 - 799 - 0.3
153 - 816 - 0.3
153 - 818 - 0.3
153 - 821 - 0.3
155 - 155 - -
155 - 156 - 0.5
155 - 791 - 0.3
160 - 160 - -
160 - 184 - 0.5
160 - 185 - 0.4
160 - 186 - 0.4
160 - 531 - 0.3
160 - 533 - 0.2
160 - 768 - 0.3
161 - 161 - -
161 - 162 - 0.8
167 - 167 - -
167 - 168 - 0.7
169 - 169 - -
169 - 170 - 0.8
169 - 519 - 0.6
173 - 173 - -
173 - 174 - 0.9
173 - 792 - 0.4
175 - 175 - -
175 - 176 - 0.8
175 - 535 - 0.4
187 - 187 - -
187 - 188 - 0.9
215 - 215 - -
215 - 216 - 0.5
221 - 221 - -
221 - 222 - 0.6
223 - 223 - -
223 - 224 - 0.9
225 - 225 - -
226 - 226 - -
227 - 227 - -
229 - 229 - -
230 - 230 - -
236 - 236 - -
236 - 276 - 0.8
239 - 239 - -
239 - 253 - 0.5
241 - 241 - -
241 - 243 - 0.5
242 - 242 - -
242 - 272 - 0.5
246 - 246 - -
247 - 247 - -
248 - 248 - -
249 - 249 - -
251 - 251 - -
252 - 252 - -
252 - 278 - 0.5
252 - 280 - 0.4
259 - 259 - -
260 - 260 - -
264 - 264 - -
265 - 265 - -
267 - 267 - -
269 - 269 - -
274 - 274 - -
275 - 275 - -
275 - 651 - 0.5
283 - 283 - -
285 - 285 - -
285 - 382 - 0.5
296 - 296 - -
297 - 297 - -
303 - 303 - -
303 - 381 - 0.5
303 - 442 - 0.5
307 - 307 - -
311 - 311 - -
313 - 313 - -
320 - 320 - -
320 - 323 - 0.5
320 - 324 - 0.5
325 - 325 - -
326 - 326 - -
329 - 329 - -
349 - 349 - -
371 - 371 - -
373 - 373 - -
373 - 377 - 0.5
374 - 374 - -
375 - 375 - -
375 - 450 - 0.5
375 - 451 - 0.5
376 - 376 - -
409 - 409 - -
449 - 449 - -
449 - 472 - 0.5
454 - 454 - -
467 - 467 - -
467 - 469 - 0.5
482 - 482 - -
490 - 490 - -
491 - 491 - -
492 - 492 - -
493 - 493 - -
494 - 494 - -
495 - 495 - -
495 - 496 - 0.5
499 - 499 - -
499 - 824 - 0.5
500 - 500 - -
501 - 501 - -
502 - 502 - -
503 - 503 - -
504 - 504 - -
505 - 505 - -
505 - 534 - 0.5
508 - 508 - -
509 - 509 - -
510 - 510 - -
511 - 511 - -
512 - 512 - -
513 - 513 - -
514 - 514 - -
515 - 515 - -
516 - 516 - -
517 - 517 - -
518 - 518 - -
518 - 523 - 0.7
520 - 520 - -
521 - 521 - -
522 - 522 - -
524 - 524 - -
525 - 525 - -
526 - 526 - -
527 - 527 - -
528 - 528 - -
529 - 529 - -
530 - 530 - -
532 - 532 - -
537 - 537 - -
539 - 539 - -
543 - 543 - -
543 - 545 - 0.5
549 - 549 - -
563 - 563 - -
564 - 564 - -
568 - 568 - -
568 - 584 - 0.5
568 - 598 - 0.6
575 - 575 - -
575 - 579 - 0.6
575 - 644 - 0.6
582 - 582 - -
582 - 592 - 0.7
582 - 608 - 0.7
582 - 629 - 0.6
582 - 642 - 0.6
586 - 586 - -
596 - 596 - -
600 - 600 - -
602 - 602 - -
631 - 631 - -
646 - 646 - -
647 - 647 - -
648 - 648 - -
649 - 649 - -
649 - 658 - 0.7
650 - 650 - -
652 - 652 - -
652 - 655 - 0.5
653 - 653 - -
654 - 654 - -
656 - 656 - -
657 - 657 - -
659 - 659 - -
660 - 660 - -
661 - 661 - -
662 - 662 - -
663 - 663 - -
664 - 664 - -
665 - 665 - -
666 - 666 - -
667 - 667 - -
668 - 668 - -
669 - 669 - -
670 - 670 - -
670 - 689 - 0.5
671 - 671 - -
672 - 672 - -
673 - 673 - -
674 - 674 - -
675 - 675 - -
676 - 676 - -
677 - 677 - -
678 - 678 - -
679 - 679 - -
680 - 680 - -
681 - 681 - -
682 - 682 - -
683 - 683 - -
684 - 684 - -
685 - 685 - -
685 - 688 - 0.5
686 - 686 - -
687 - 687 - -
690 - 690 - -
691 - 691 - -
692 - 692 - -
693 - 693 - -
694 - 694 - -
695 - 695 - -
696 - 696 - -
697 - 697 - -
698 - 698 - -
699 - 699 - -
700 - 700 - -
701 - 701 - -
702 - 702 - -
703 - 703 - -
704 - 704 - -
705 - 705 - -
706 - 706 - -
707 - 707 - -
708 - 708 - -
709 - 709 - -
710 - 710 - -
711 - 711 - -
712 - 712 - -
713 - 713 - -
714 - 714 - -
714 - 717 - 0.5
714 - 734 - 0.4
718 - 718 - -
719 - 719 - -
722 - 722 - -
722 - 723 - 0.5
722 - 725 - 0.5
724 - 724 - -
724 - 728 - 0.5
726 - 726 - -
727 - 727 - -
729 - 729 - -
736 - 736 - -
741 - 741 - -
742 - 742 - -
744 - 744 - -
748 - 748 - -
749 - 749 - -
752 - 752 - -
754 - 754 - -
756 - 756 - -
759 - 759 - -
760 - 760 - -
760 - 761 - 0.6
764 - 764 - -
775 - 775 - -
780 - 780 - -
780 - 781 - 0.5
788 - 788 - -
789 - 789 - -
790 - 790 - -
793 - 793 - -
794 - 794 - -
795 - 795 - -
797 - 797 - -
797 - 798 - 0.5
800 - 800 - -
801 - 801 - -
802 - 802 - -
803 - 803 - -
804 - 804 - -
804 - 828 - 0.5
805 - 805 - -
806 - 806 - -
807 - 807 - -
808 - 808 - -
809 - 809 - -
810 - 810 - -
811 - 811 - -
812 - 812 - -
813 - 813 - -
814 - 814 - -
815 - 815 - -
817 - 817 - -
819 - 819 - -
822 - 822 - -
825 - 825 - -
826 - 826 - -
827 - 827 - -
829 - 829 - -
830 - 830 - -
831 - 831 - -
832 - 832 - -
839 - 839 - -
841 - 841 - -
853 - 853 - -
854 - 854 - -
863 - 863 - -
