Group - valuename - Similarity
1 - 343 - 0.3
1 - 349 - 0.3
1 - 350 - 0.4
1 - 353 - 0.2
1 - 355 - 0.3
1 - 364 - 0.3
1 - 365 - 0.3
1 - 367 - 0.3
1 - 368 - 0.3
1 - 369 - 0.3
1 - 370 - 0.3
1 - 372 - 0.3
1 - 376 - 0.3
1 - 377 - 0.2
1 - 379 - 0.3
1 - 380 - 0.3
1 - 381 - 0.2
1 - 383 - 0.3
1 - 384 - 0.3
1 - 385 - 0.3
1 - 386 - 0.3
1 - 388 - 0.3
1 - 389 - 0.3
1 - 390 - 0.3
1 - 391 - 0.3
1 - 395 - 0.3
1 - 399 - 0.3
1 - 401 - 0.3
1 - 403 - 0.3
1 - 406 - 0.3
1 - 408 - 0.2
1 - 409 - 0.3
1 - 410 - 0.3
1 - 412 - 0.3
1 - 413 - 0.3
1 - 418 - 0.3
1 - 419 - 0.2
1 - 421 - 0.2
1 - 423 - 0.3
1 - 424 - 0.3
1 - 425 - 0.3
1 - 427 - 0.2
1 - 431 - 0.3
1 - 432 - 0.2
1 - 433 - 0.2
1 - 436 - 0.3
1 - 439 - 0.3
1 - 440 - 0.3
1 - 443 - 0.3
1 - 444 - 0.4
1 - 445 - 0.3
1 - 448 - 0.4
1 - 450 - 0.2
1 - 451 - 0.4
1 - 453 - 0.2
1 - 455 - 0.3
1 - 456 - 0.3
1 - 457 - 0.3
1 - 458 - 0.3
1 - 459 - 0.3
1 - 461 - 0.3
1 - 463 - 0.3
1 - 468 - 0.3
1 - 469 - 0.3
1 - 472 - 0.3
1 - 474 - 0.3
1 - 475 - 0.9
1 - 477 - 0.3
1 - 478 - 0.2
1 - 479 - 0.3
1 - 480 - 0.3
1 - 482 - 0.4
1 - 483 - 0.2
1 - 485 - 0.3
1 - 486 - 0.3
1 - 489 - 0.3
1 - 491 - 0.3
1 - 493 - 0.3
1 - 497 - 0.3
1 - 500 - 0.3
1 - 501 - 0.3
1 - 502 - 0.3
1 - 505 - 0.3
1 - 506 - 0.3
1 - 507 - 0.2
1 - 510 - 0.3
1 - 511 - 0.3
1 - 514 - 0.3
1 - 517 - 0.3
1 - 518 - 0.2
1 - 519 - 0.3
1 - 520 - 0.1
1 - 521 - 0.3
1 - 522 - 0.3
1 - 525 - 0.3
1 - 526 - 0.3
1 - 532 - 0.3
1 - 536 - 0.2
1 - 539 - 0.4
1 - 542 - 0.3
1 - 543 - 0.3
1 - 545 - 0.4
1 - 549 - 0.3
1 - 550 - 0.3
1 - 551 - 0.3
1 - 552 - 0.3
1 - 553 - 0.3
1 - 554 - 0.3
1 - 556 - 0.3
1 - 557 - 0.3
1 - 558 - 0.3
1 - 563 - 0.3
1 - 564 - 0.3
1 - 565 - 0.3
1 - 566 - 0.3
1 - 567 - 0.3
1 - 568 - 0.3
1 - 569 - 0.3
1 - 580 - 0.3
1 - 582 - 0.3
1 - 583 - 0.3
1 - 585 - 0.2
1 - 587 - 0.2
1 - 588 - 0.2
1 - 591 - 0.3
1 - 594 - 0.3
1 - 599 - 0.4
1 - 600 - 0.3
1 - 606 - 0.2
1 - 609 - 0.3
1 - 610 - 0.3
1 - 612 - 0.4
1 - 616 - 0.3
1 - 617 - 0.3
1 - 619 - 0.3
1 - 621 - 0.3
1 - 622 - 0.3
1 - 623 - 0.2
1 - 624 - 0.3
1 - 625 - 0.3
1 - 626 - 0.3
1 - 627 - 0.3
1 - 633 - 0.3
1 - 634 - 0.3
1 - 637 - 0.3
1 - 639 - 0.3
1 - 640 - 0.3
1 - 641 - 0.3
1 - 642 - 0.4
1 - 643 - 0.2
1 - 644 - 0.3
1 - 648 - 0.3
1 - 649 - 0.3
1 - 650 - 0.3
1 - 651 - 0.3
1 - 652 - 0.4
1 - 657 - 0.3
1 - 658 - 0.3
1 - 659 - 0.3
1 - 664 - 0.4
1 - 665 - 0.3
1 - 667 - 0.3
1 - 668 - 0.3
1 - 670 - 0.3
1 - 672 - 0.2
1 - 673 - 0.3
1 - 674 - 0.3
1 - 675 - 0.3
1 - 677 - 0.3
1 - 678 - 0.3
1 - 683 - 0.3
1 - 684 - 0.3
1 - 685 - 0.3
1 - 686 - 0.3
1 - 688 - 0.4
1 - 689 - 0.3
1 - 692 - 0.4
1 - 693 - 0.3
1 - 694 - 0.3
1 - 696 - 0.3
1 - 697 - 0.3
1 - 698 - 0.3
1 - 699 - 0.3
1 - 700 - 0.3
1 - 701 - 0.3
1 - 702 - 0.3
1 - 703 - 0.3
1 - 705 - 0.3
1 - 708 - 0.3
1 - 712 - 0.3
1 - 713 - 0.2
1 - 714 - 0.3
1 - 717 - 0.4
1 - 718 - 0.3
1 - 720 - 0.3
1 - 721 - 0.3
1 - 722 - 0.3
1 - 723 - 0.3
1 - 724 - 0.3
1 - 725 - 0.3
1 - 726 - 0.3
1 - 727 - 0.3
1 - 730 - 0.2
1 - 731 - 0.3
1 - 732 - 0.3
1 - 733 - 0.3
1 - 734 - 0.3
1 - 735 - 0.3
1 - 738 - 0.3
1 - 741 - 0.3
1 - 742 - 0.3
1 - 743 - 0.3
1 - 744 - 0.3
1 - 746 - 0.3
1 - 748 - 0.3
1 - 750 - 0.3
1 - 751 - 0.3
1 - 756 - 0.3
1 - 759 - 0.3
1 - 762 - 0.3
1 - 764 - 0.3
1 - 765 - 0.2
1 - 767 - 0.2
1 - 769 - 0.3
1 - 770 - 0.3
1 - 772 - 0.3
1 - 773 - 0.2
1 - 774 - 0.3
1 - 775 - 0.3
1 - 781 - 0.3
1 - 783 - 0.3
1 - 784 - 0.3
1 - 786 - 0.3
1 - 787 - 0.3
1 - 788 - 0.3
1 - 789 - 0.3
1 - 790 - 0.3
1 - 793 - 0.3
1 - 795 - 0.3
1 - 796 - 0.3
1 - 798 - 0.3
1 - 799 - 0.4
1 - 803 - 0.2
1 - 807 - 0.4
1 - 809 - 0.3
1 - 811 - 0.3
1 - 815 - 0.2
1 - 816 - 0.3
1 - 818 - 0.4
1 - 819 - 0.3
1 - 824 - 0.3
1 - 825 - 0.3
1 - 826 - 0.3
1 - 829 - 0.3
1 - 830 - 0.3
1 - 831 - 0.3
1 - 832 - 0.3
1 - 833 - 0.3
1 - 838 - 0.3
1 - 840 - 0.3
1 - 842 - 0.3
1 - 843 - 0.4
1 - 845 - 0.3
1 - 847 - 0.2
1 - 848 - 0.4
1 - 850 - 0.3
1 - 851 - 0.3
1 - 853 - 0.2
1 - 854 - 0.4
1 - 856 - 0.2
1 - 858 - 0.3
1 - 859 - 0.2
1 - 862 - 0.3
1 - 864 - 0.3
1 - 869 - 0.4
1 - 870 - 0.3
1 - 873 - 0.3
1 - 874 - 0.3
1 - 876 - 0.3
1 - 877 - 0.2
1 - 878 - 0.2
1 - 881 - 0.3
1 - 884 - 0.3
1 - 885 - 0.3
1 - 886 - 0.2
1 - 887 - 0.3
1 - 890 - 0.3
1 - 891 - 0.3
1 - 893 - 0.3
1 - 894 - 0.3
1 - 895 - 0.3
1 - 896 - 0.4
1 - 898 - 0.3
1 - 899 - 0.3
1 - 900 - 0.3
1 - 901 - 0.3
1 - 908 - 0.3
1 - 909 - 0.3
1 - 910 - 0.3
1 - 912 - 0.3
1 - 914 - 0.2
1 - 915 - 0.3
1 - 916 - 0.3
1 - 919 - 0.3
1 - 922 - 0.3
1 - 924 - 0.3
1 - 925 - 0.4
1 - 927 - 0.3
1 - 929 - 0.2
1 - 931 - 0.3
1 - 932 - 0.4
1 - 933 - 0.3
1 - 936 - 0.3
1 - 937 - 0.3
1 - 938 - 0.3
1 - 941 - 0.3
1 - 942 - 0.2
1 - 943 - 0.3
1 - 944 - 0.3
1 - 946 - 0.3
1 - 947 - 0.2
1 - 951 - 0.3
1 - 954 - 0.3
1 - 958 - 0.2
1 - 959 - 0.3
1 - 962 - 0.3
1 - 964 - 0.3
1 - 967 - 0.3
1 - 969 - 0.2
1 - 970 - 0.3
1 - 971 - 0.3
1 - 972 - 0.4
1 - 973 - 0.3
1 - 974 - 0.3
1 - 975 - 0.4
1 - 977 - 0.4
1 - 981 - 0.3
1 - 982 - 0.3
1 - 985 - 0.4
1 - 986 - 0.3
1 - 987 - 0.2
1 - 990 - 0.3
1 - 991 - 0.3
1 - 992 - 0.2
1 - 993 - 0.2
1 - 995 - 0.4
1 - 996 - 0.3
1 - 998 - 0.2
3 - 3 - -
3 - 352 - 0.9
5 - 5 - -
5 - 334 - 0.9
5 - 499 - 0.4
5 - 527 - 0.4
5 - 535 - 0.4
5 - 827 - 0.4
6 - 6 - -
6 - 592 - 0.9
8 - 8 - -
8 - 56 - 0.3
8 - 155 - 0.4
8 - 203 - 0.3
8 - 346 - 0.3
8 - 378 - 0.9
9 - 9 - -
9 - 782 - 0.3
9 - 837 - 0.9
9 - 880 - 0.3
10 - 10 - -
10 - 15 - 0.7
11 - 11 - -
11 - 754 - 0.9
12 - 12 - -
12 - 935 - 0.7
13 - 13 - -
13 - 223 - 0.4
13 - 259 - 0.4
13 - 398 - 0.8
13 - 636 - 0.3
13 - 957 - 0.3
18 - 18 - -
18 - 336 - 0.9
20 - 20 - -
20 - 27 - 0.3
20 - 34 - 0.4
20 - 41 - 0.9
20 - 85 - 0.4
20 - 107 - 0.3
20 - 124 - 0.3
20 - 126 - 0.3
20 - 137 - 0.3
20 - 153 - 0.3
20 - 163 - 0.4
20 - 192 - 0.3
20 - 193 - 0.4
20 - 209 - 0.3
20 - 222 - 0.3
20 - 285 - 0.2
20 - 309 - 0.3
20 - 414 - 0.3
20 - 462 - 0.3
20 - 547 - 0.3
20 - 555 - 0.4
20 - 581 - 0.3
20 - 607 - 0.3
20 - 663 - 0.4
20 - 715 - 0.3
20 - 757 - 0.3
20 - 779 - 0.3
20 - 806 - 0.3
20 - 808 - 0.3
20 - 844 - 0.3
20 - 855 - 0.4
20 - 879 - 0.2
20 - 926 - 0.4
20 - 952 - 0.3
20 - 953 - 0.4
20 - 963 - 0.3
20 - 965 - 0.3
20 - 978 - 0.4
21 - 21 - -
21 - 76 - 0.3
21 - 93 - 0.4
21 - 188 - 0.3
21 - 276 - 0.2
21 - 339 - 0.8
21 - 470 - 0.2
21 - 503 - 0.4
21 - 559 - 0.2
21 - 579 - 0.2
21 - 589 - 0.3
21 - 598 - 0.3
21 - 611 - 0.4
21 - 628 - 0.2
21 - 630 - 0.3
21 - 709 - 0.4
21 - 814 - 0.3
21 - 834 - 0.3
21 - 872 - 0.2
21 - 875 - 0.3
21 - 930 - 0.4
23 - 23 - -
23 - 821 - 0.9
28 - 28 - -
28 - 47 - 0.3
28 - 228 - 0.3
28 - 239 - 0.3
28 - 356 - 0.4
28 - 371 - 0.9
28 - 747 - 0.3
28 - 846 - 0.4
28 - 892 - 0.3
28 - 903 - 0.4
29 - 29 - -
29 - 785 - 0.8
30 - 30 - -
30 - 420 - 0.8
31 - 31 - -
31 - 120 - 0.7
36 - 36 - -
36 - 411 - 0.9
39 - 39 - -
39 - 760 - 0.9
42 - 42 - -
42 - 354 - 0.9
45 - 45 - -
45 - 156 - 0.6
50 - 50 - -
50 - 256 - 0.7
51 - 51 - -
51 - 213 - 0.4
51 - 282 - 0.4
51 - 298 - 0.4
51 - 488 - 0.2
51 - 534 - 0.2
51 - 618 - 0.9
51 - 949 - 0.4
52 - 52 - -
52 - 109 - 0.4
52 - 175 - 0.4
52 - 923 - 0.9
53 - 53 - -
53 - 817 - 0.4
53 - 906 - 0.2
53 - 999 - 0.9
54 - 54 - -
54 - 994 - 0.9
58 - 58 - -
58 - 984 - 0.9
59 - 59 - -
59 - 216 - 0.4
59 - 679 - 0.9
59 - 802 - 0.4
62 - 62 - -
62 - 99 - 0.4
62 - 102 - 0.3
62 - 105 - 0.9
62 - 114 - 0.3
62 - 129 - 0.3
62 - 168 - 0.3
62 - 210 - 0.2
62 - 235 - 0.3
62 - 263 - 0.3
62 - 267 - 0.3
62 - 290 - 0.3
62 - 312 - 0.3
62 - 345 - 0.3
62 - 374 - 0.3
62 - 442 - 0.2
62 - 467 - 0.3
62 - 476 - 0.3
62 - 490 - 0.3
62 - 494 - 0.3
62 - 498 - 0.2
62 - 512 - 0.3
62 - 613 - 0.3
62 - 695 - 0.3
62 - 710 - 0.3
62 - 711 - 0.2
62 - 737 - 0.2
62 - 771 - 0.3
62 - 852 - 0.3
62 - 860 - 0.3
62 - 868 - 0.3
62 - 907 - 0.4
62 - 988 - 0.3
66 - 66 - -
66 - 279 - 0.9
66 - 325 - 0.4
66 - 740 - 0.3
67 - 67 - -
67 - 326 - 0.4
67 - 492 - 0.9
67 - 548 - 0.4
68 - 68 - -
68 - 201 - 0.9
69 - 69 - -
69 - 897 - 0.9
71 - 71 - -
71 - 190 - 0.9
71 - 314 - 0.4
71 - 739 - 0.4
79 - 79 - -
79 - 170 - 0.9
80 - 80 - -
80 - 135 - 0.8
84 - 84 - -
84 - 605 - 0.9
86 - 86 - -
86 - 464 - 0.9
87 - 87 - -
87 - 177 - 0.9
87 - 227 - 0.4
87 - 495 - 0.4
87 - 593 - 0.3
87 - 980 - 0.3
88 - 88 - -
88 - 577 - 0.4
88 - 861 - 0.8
88 - 950 - 0.4
91 - 91 - -
91 - 516 - 0.9
91 - 560 - 0.3
91 - 572 - 0.3
91 - 578 - 0.3
91 - 745 - 0.3
91 - 777 - 0.3
91 - 839 - 0.4
92 - 92 - -
92 - 160 - 0.3
92 - 601 - 0.3
92 - 635 - 0.9
92 - 976 - 0.4
95 - 95 - -
95 - 496 - 0.9
96 - 96 - -
96 - 857 - 0.8
97 - 97 - -
97 - 248 - 0.3
97 - 405 - 0.4
100 - 100 - -
100 - 487 - 0.9
106 - 106 - -
106 - 317 - 0.9
106 - 646 - 0.3
106 - 707 - 0.3
110 - 110 - -
110 - 574 - 0.9
113 - 113 - -
113 - 682 - 0.8
115 - 115 - -
115 - 125 - 0.8
116 - 116 - -
116 - 347 - 0.4
116 - 614 - 0.9
116 - 888 - 0.4
117 - 117 - -
117 - 666 - 0.6
119 - 119 - -
119 - 755 - 0.7
122 - 122 - -
122 - 269 - 0.4
122 - 348 - 0.8
122 - 471 - 0.4
123 - 123 - -
128 - 128 - -
128 - 537 - 0.9
131 - 131 - -
140 - 140 - -
140 - 447 - 0.9
144 - 144 - -
144 - 396 - 0.8
150 - 150 - -
150 - 945 - 0.9
157 - 157 - -
157 - 766 - 0.9
162 - 162 - -
162 - 797 - 0.9
167 - 167 - -
167 - 253 - 0.9
167 - 538 - 0.3
167 - 866 - 0.3
169 - 169 - -
169 - 183 - 0.3
169 - 233 - 0.3
169 - 392 - 0.3
169 - 562 - 0.7
169 - 801 - 0.4
169 - 882 - 0.4
174 - 174 - -
174 - 570 - 0.9
176 - 176 - -
176 - 541 - 0.9
179 - 179 - -
179 - 426 - 0.9
182 - 182 - -
182 - 217 - 0.8
185 - 185 - -
185 - 219 - 0.6
186 - 186 - -
186 - 615 - 0.9
196 - 196 - -
196 - 509 - 0.3
196 - 596 - 0.3
196 - 716 - 0.8
199 - 199 - -
199 - 218 - 0.9
202 - 202 - -
205 - 205 - -
205 - 422 - 0.9
211 - 211 - -
211 - 794 - 0.8
224 - 224 - -
224 - 632 - 0.9
225 - 225 - -
225 - 342 - 0.4
225 - 430 - 0.4
225 - 629 - 0.8
226 - 226 - -
226 - 387 - 0.8
230 - 230 - -
230 - 749 - 0.8
237 - 237 - -
237 - 262 - 0.4
237 - 321 - 0.9
237 - 358 - 0.3
237 - 647 - 0.4
237 - 871 - 0.3
238 - 238 - -
238 - 242 - 0.8
238 - 245 - 0.4
238 - 631 - 0.4
238 - 729 - 0.4
238 - 800 - 0.3
249 - 249 - -
249 - 561 - 0.9
271 - 271 - -
271 - 473 - 0.4
271 - 913 - 0.9
272 - 272 - -
272 - 653 - 0.8
273 - 273 - -
273 - 382 - 0.4
273 - 597 - 0.4
273 - 778 - 0.4
273 - 939 - 0.3
273 - 961 - 0.9
278 - 278 - -
278 - 645 - 0.8
280 - 280 - -
280 - 997 - 0.9
286 - 286 - -
286 - 586 - 0.9
287 - 287 - -
287 - 481 - 0.9
292 - 292 - -
292 - 415 - 0.9
293 - 293 - -
293 - 466 - 0.8
299 - 299 - -
299 - 841 - 0.9
305 - 305 - -
305 - 918 - 0.8
310 - 310 - -
310 - 513 - 0.9
311 - 311 - -
311 - 584 - 0.9
320 - 320 - -
320 - 810 - 0.8
322 - 322 - -
322 - 428 - 0.8
323 - 323 - -
327 - 327 - -
327 - 603 - 0.8
328 - 328 - -
328 - 366 - 0.8
330 - 330 - -
330 - 904 - 0.8
337 - 337 - -
337 - 454 - 0.8
340 - 340 - -
340 - 620 - 0.7
344 - 344 - -
351 - 351 - -
351 - 934 - 0.9
357 - 357 - -
357 - 905 - 0.9
359 - 359 - -
359 - 397 - 0.7
360 - 360 - -
360 - 417 - 0.3
360 - 704 - 0.3
360 - 791 - 0.9
360 - 836 - 0.2
360 - 889 - 0.4
361 - 361 - -
361 - 865 - 0.9
362 - 362 - -
362 - 441 - 0.9
363 - 363 - -
373 - 373 - -
373 - 530 - 0.4
373 - 544 - 0.3
373 - 805 - 0.8
375 - 375 - -
375 - 407 - 0.9
393 - 393 - -
393 - 437 - 0.9
394 - 394 - -
394 - 917 - 0.8
400 - 400 - -
400 - 813 - 0.9
402 - 402 - -
402 - 460 - 0.4
402 - 638 - 0.9
402 - 753 - 0.4
404 - 404 - -
416 - 416 - -
429 - 429 - -
429 - 680 - 0.9
434 - 434 - -
434 - 719 - 0.9
435 - 435 - -
435 - 660 - 0.8
438 - 438 - -
438 - 863 - 0.9
446 - 446 - -
446 - 465 - 0.4
446 - 529 - 0.9
446 - 575 - 0.3
446 - 654 - 0.3
446 - 792 - 0.4
446 - 804 - 0.3
446 - 948 - 0.4
449 - 449 - -
452 - 452 - -
452 - 484 - 0.6
504 - 504 - -
504 - 573 - 0.6
508 - 508 - -
508 - 661 - 0.9
515 - 515 - -
515 - 533 - 0.9
523 - 523 - -
523 - 883 - 0.9
524 - 524 - -
524 - 812 - 0.9
528 - 528 - -
528 - 911 - 0.8
531 - 531 - -
531 - 671 - 0.8
540 - 540 - -
540 - 691 - 0.9
546 - 546 - -
546 - 966 - 0.7
571 - 571 - -
571 - 681 - 0.7
576 - 576 - -
576 - 687 - 0.8
590 - 590 - -
590 - 828 - 0.9
595 - 595 - -
595 - 1000 - 0.8
602 - 602 - -
602 - 776 - 0.8
604 - 604 - -
604 - 655 - 0.9
608 - 608 - -
608 - 940 - 0.6
656 - 656 - -
656 - 920 - 0.8
662 - 662 - -
669 - 669 - -
669 - 960 - 0.9
676 - 676 - -
676 - 822 - 0.9
690 - 690 - -
690 - 763 - 0.8
706 - 706 - -
706 - 983 - 0.9
728 - 728 - -
728 - 761 - 0.9
736 - 736 - -
736 - 928 - 0.9
752 - 752 - -
752 - 968 - 0.7
758 - 758 - -
768 - 768 - -
768 - 921 - 0.7
780 - 780 - -
780 - 849 - 0.9
820 - 820 - -
820 - 835 - 0.9
823 - 823 - -
823 - 979 - 0.9
867 - 867 - -
867 - 956 - 0.8
902 - 902 - -
955 - 955 - -
989 - 989 - -
